Country,Year,Renewable_Per_Capita,Unit,Source
Cook Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2000,3.586,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2000,3.586,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2000,130.393,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2000,102.059,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2000,0.072,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2000,0.089,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2000,28.173,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2000,0.895,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2000,19.336,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2000,18.441,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2000,0.698,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2000,0.698,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2000,0.738,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2000,0.738,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2000,17.266,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2000,0.858,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2000,360.888,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2000,342.764,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2000,2.184,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2000,0.478,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2000,191.602,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2000,188.939,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2000,38.606,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2000,35.974,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2000,2.632,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2000,0.203,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2000,0.203,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2000,0.723,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2000,0.723,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2000,0.556,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2000,0.556,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2000,0.623,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2000,0.623,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2000,3.124,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2000,3.124,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2000,81.573,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2000,13.586,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2000,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2000,67.986,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2001,3.727,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2001,3.727,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2001,129.075,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2001,100.99,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2001,0.071,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2001,0.088,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2001,27.925,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2001,0.893,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2001,19.295,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2001,18.401,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2001,0.685,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2001,0.685,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2001,0.735,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2001,0.735,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2001,19.315,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2001,0.929,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2001,365.995,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2001,345.75,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Nauru,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Niue,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2001,2.737,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2001,0.471,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2001,189.093,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2001,185.886,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
French Polynesia,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2001,37.373,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2001,0.056,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2001,34.773,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2001,2.545,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Papua New Guinea,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2001,0.202,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2001,0.202,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Palau,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2001,0.706,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2001,0.706,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Solomon Islands,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2001,0.552,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2001,0.552,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tonga,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2001,0.624,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Tuvalu,2001,0.624,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2001,3.045,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2001,3.045,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Vanuatu,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2001,80.903,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2001,13.475,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2001,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Samoa,2001,67.428,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2002,3.793,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2002,3.793,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Cook Islands,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2002,127.808,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2002,100.007,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2002,0.071,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2002,0.087,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2002,27.644,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Fiji,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2002,0.893,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2002,19.287,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2002,18.394,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Micronesia,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2002,0.671,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Kiribati,2002,0.671,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2002,0.734,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
Marshall Islands,2002,0.734,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2002,28.494,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2002,0.0,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2002,1.042,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2002,368.665,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
New Caledonia,2002,339.129,WPC,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.
