DATAFLOW,FREQ,INDICATOR,GEO_PICT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,COMPOSITE_BREAKDOWN,DISABILITY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,REPORTING_TYPE,NATURE,DATA_SOURCE,OBS_STATUS,OBS_COMMENT
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2000,0.738,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2001,0.735,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2002,0.734,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2003,0.734,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2004,1.286,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2005,1.288,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2006,1.291,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2007,1.295,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2008,2.787,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2009,4.945,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2010,5.897,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2011,6.135,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2012,8.084,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2013,11.723,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2014,20.528,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2015,20.947,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2016,33.831,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2017,35.921,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2018,37.226,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2019,38.276,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2020,39.435,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2021,40.713,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_7_b_1,MH,_T,_T,_T,_T,_T,_T,TRE_ALL,_T,2022,42.82,WPC,G,E,Renewable electricity generating capacity from IRENA's electricity capacity database. Population data from the United Nations World Population Prospects.,,Year-end value for installed capacity (watts) and mid-year for population
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2014,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2015,4.4,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2016,4.4,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2017,4.4,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2018,13,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2022),,
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2019,13,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2022),,
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2020,17.4,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2022),,
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,KI,_T,_T,_T,_T,_T,_T,_Z,_T,2021,26.1,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2005,2,N,G,C,United Nations Office for Disaster Risk Reduction (2025),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2006,216,N,G,C,United Nations Office for Disaster Risk Reduction (2025),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2007,56284,N,G,C,United Nations Office for Disaster Risk Reduction (2025),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2008,36393,N,G,C,United Nations Office for Disaster Risk Reduction (2025),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2009,580,N,G,C,United Nations Office for Disaster Risk Reduction (2025),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2010,0,N,G,C,United Nations Office for Disaster Risk Reduction (2023),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2011,0,N,G,C,United Nations Office for Disaster Risk Reduction (2023),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2012,172,N,G,C,United Nations Office for Disaster Risk Reduction (2025),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2013,264,N,G,C,United Nations Office for Disaster Risk Reduction (2025),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2014,0,N,G,C,United Nations Office for Disaster Risk Reduction (2023),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2015,0,N,G,C,United Nations Office for Disaster Risk Reduction (2023),,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2019,2100,N,G,C,United Nations Office for Disaster Risk Reduction (2025),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_AFFCT,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2020,3297,N,G,C,United Nations Office for Disaster Risk Reduction (2025),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2000,66.38,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2001,63.44,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2002,62.49,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2003,60.52,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2004,57.6,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2005,58.56,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2006,58.86,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2007,56.92,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2008,56.85,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2009,55.99,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2010,55.19,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2011,54.63,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2012,55.29,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2013,56.38,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2014,54.91,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2015,53.28,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2016,52.72,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2017,52.52,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2018,51.19,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2019,51.09,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2020,51.39,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2021,51.62,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,PG,_T,_T,_T,_T,_T,_T,_Z,_T,2022,50.78,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2018,40,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2022),,
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2019,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2020,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,SPC_11_b_2,SB,_T,_T,_T,_T,_T,_T,_Z,_T,2021,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2005,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2006,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2008,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2009,0.04,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2012,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2013,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2014,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2015,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2016,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,VC_DSR_LSGP,WS,_T,_T,_T,_T,_T,_T,_Z,_T,2022,0,PERCENT,G,C,United Nations Office for Disaster Risk Reduction (2024),,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed an official validation process and may be subject to revision at a later date.
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2000,49.49,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2001,51.26,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2002,53.33,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2003,52.73,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2004,55.36,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2005,54.91,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2006,55.28,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2007,51.61,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2008,52.06,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2009,38.66,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2010,38.08,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2011,35.75,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2012,38.98,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2013,40.92,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2014,31.51,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2015,35.62,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2016,33.1,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2017,35.35,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2018,29.4,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2019,31.52,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
SPC:DF_BP50_5(1.0),A,EG_FEC_RNEW,VU,_T,_T,_T,_T,_T,_T,_Z,_T,2020,25.91,PERCENT,G,E,"Energy Balances, UN Statistics Division (2024)",,
